,tags,words
3631,*,para
3632,acc,enviar
3633,uns,una
3634,tpc,cuenta
3635,tpc,compartida
3636,-,-
3637,-,-
3638,-,-
3639,-,-
3640,-,-
3641,-,-
3642,*,Como
3643,*,le
3644,*,hago
3645,*,para
3646,acc,enviar
3647,uns,uno
3648,tpc,cuenta
3649,tpc,compartida
3650,-,-
3651,-,-
3652,-,-
3653,-,-
3654,-,-
3655,-,-
3656,*,Como
3657,*,le
3658,*,hago
3659,*,para
3660,acc,recibir
3661,uns,un
3662,tpc,cuenta
3663,tpc,compartida
3664,-,-
3665,-,-
3666,-,-
3667,-,-
3668,-,-
3669,-,-
3670,*,Como
3671,*,le
3672,*,hago
3673,*,para
3674,acc,recibir
3675,uns,una
3676,tpc,cuenta
3677,tpc,compartida
3678,-,-
3679,-,-
3680,-,-
3681,-,-
3682,-,-
3683,-,-
3684,*,Como
3685,*,le
3686,*,hago
3687,*,para
3688,acc,recibir
3689,uns,uno
3690,tpc,cuenta
3691,tpc,compartida
3692,-,-
3693,-,-
3694,-,-
3695,-,-
3696,-,-
3697,-,-
3698,*,Como
3699,*,le
3700,*,hago
3701,*,para
3702,acc,obtener
3703,acc,exitosamente
3704,uns,un
3705,tpc,cuenta
3706,tpc,compartida
3707,-,-
3708,-,-
3709,-,-
3710,-,-
3711,-,-
3712,-,-
3713,*,Como
3714,*,le
3715,*,hago
3716,*,para
3717,acc,obtener
3718,acc,exitosamente
3719,uns,una
3720,tpc,cuenta
3721,tpc,compartida
3722,-,-
3723,-,-
3724,-,-
3725,-,-
3726,-,-
3727,-,-
3728,*,Como
3729,*,le
3730,*,hago
3731,*,para
3732,acc,obtener
3733,acc,exitosamente
3734,uns,uno
3735,tpc,cuenta
3736,tpc,compartida
3737,-,-
3738,-,-
3739,-,-
3740,-,-
3741,-,-
3742,-,-
3743,*,Como
3744,*,le
3745,*,hago
3746,*,para
3747,acc,cancelar
3748,uns,un
3749,tpc,cuenta
3750,tpc,compartida
3751,-,-
3752,-,-
3753,-,-
3754,-,-
3755,-,-
3756,-,-
3757,*,Como
3758,*,le
3759,*,hago
3760,*,para
3761,acc,cancelar
3762,uns,una
3763,tpc,cuenta
3764,tpc,compartida
3765,-,-
3766,-,-
3767,-,-
3768,-,-
3769,-,-
3770,-,-
3771,*,Como
3772,*,le
3773,*,hago
3774,*,para
3775,acc,cancelar
3776,uns,uno
3777,tpc,cuenta
3778,tpc,compartida
3779,-,-
3780,-,-
3781,-,-
3782,-,-
3783,-,-
3784,-,-
3785,*,Como
3786,*,le
3787,*,hago
3788,*,para
3789,acc,pagar
3790,uns,un
3791,tpc,cuenta
3792,tpc,compartida
3793,-,-
3794,-,-
3795,-,-
3796,-,-
3797,-,-
3798,-,-
3799,*,Como
3800,*,le
3801,*,hago
3802,*,para
3803,acc,pagar
3804,uns,una
3805,tpc,cuenta
3806,tpc,compartida
3807,-,-
3808,-,-
3809,-,-
3810,-,-
3811,-,-
3812,-,-
3813,*,Como
3814,*,le
3815,*,hago
3816,*,para
3817,acc,pagar
3818,uns,uno
3819,tpc,cuenta
3820,tpc,compartida
3821,-,-
3822,-,-
3823,-,-
